npi_clean,summary_year,rndrng_prvdr_type,tot_benes,tot_srvcs,tot_sbmtd_chrg,tot_mdcr_alowd_amt,tot_mdcr_pymt_amt,tot_mdcr_stdzd_amt,tot_benes_missing,tot_srvcs_missing,tot_sbmtd_chrg_missing,tot_mdcr_alowd_amt_missing,tot_mdcr_pymt_amt_missing,tot_mdcr_stdzd_amt_missing,srvcs_per_bene,sbmtd_chrg_per_bene,alowd_amt_per_bene,pymt_amt_per_bene,sbmtd_chrg_per_srvc,alowd_amt_per_srvc,pymt_amt_per_srvc,sbmtd_to_alowd_ratio,alowd_to_pymt_ratio,stdzd_to_pymt_ratio,sbmtd_to_pymt_ratio,log1p_tot_benes,log1p_tot_srvcs,log1p_tot_sbmtd_chrg,log1p_tot_mdcr_alowd_amt,log1p_tot_mdcr_pymt_amt,log1p_tot_mdcr_stdzd_amt,log1p_srvcs_per_bene,log1p_sbmtd_chrg_per_bene,log1p_alowd_amt_per_bene,log1p_pymt_amt_per_bene,log1p_sbmtd_chrg_per_srvc,log1p_alowd_amt_per_srvc,log1p_pymt_amt_per_srvc,tot_benes_specialty_year_median,tot_benes_minus_specialty_year_median,tot_benes_specialty_year_pct_rank,tot_srvcs_specialty_year_median,tot_srvcs_minus_specialty_year_median,tot_srvcs_specialty_year_pct_rank,tot_sbmtd_chrg_specialty_year_median,tot_sbmtd_chrg_minus_specialty_year_median,tot_sbmtd_chrg_specialty_year_pct_rank,tot_mdcr_alowd_amt_specialty_year_median,tot_mdcr_alowd_amt_minus_specialty_year_median,tot_mdcr_alowd_amt_specialty_year_pct_rank,tot_mdcr_pymt_amt_specialty_year_median,tot_mdcr_pymt_amt_minus_specialty_year_median,tot_mdcr_pymt_amt_specialty_year_pct_rank,tot_mdcr_stdzd_amt_specialty_year_median,tot_mdcr_stdzd_amt_minus_specialty_year_median,tot_mdcr_stdzd_amt_specialty_year_pct_rank,srvcs_per_bene_specialty_year_pct_rank,sbmtd_chrg_per_bene_specialty_year_pct_rank,alowd_amt_per_bene_specialty_year_pct_rank,pymt_amt_per_bene_specialty_year_pct_rank,sbmtd_to_alowd_ratio_specialty_year_pct_rank,alowd_to_pymt_ratio_specialty_year_pct_rank,sbmtd_to_pymt_ratio_specialty_year_pct_rank,flag_top1pct_tot_srvcs_within_specialty_year,flag_top5pct_tot_srvcs_within_specialty_year,flag_top1pct_tot_mdcr_pymt_amt_within_specialty_year,flag_top5pct_tot_mdcr_pymt_amt_within_specialty_year,flag_top1pct_tot_mdcr_alowd_amt_within_specialty_year,flag_top5pct_tot_mdcr_alowd_amt_within_specialty_year,flag_top1pct_srvcs_per_bene_within_specialty_year,flag_top5pct_srvcs_per_bene_within_specialty_year,flag_top1pct_sbmtd_to_pymt_ratio_within_specialty_year,flag_top5pct_sbmtd_to_pymt_ratio_within_specialty_year,risk_score,risk_rank,risk_percentile
1003001256,2023,Family Practice,58,102.0,38705.0,7974.01,5839.74,7842.72,0,0,0,0,0,0,1.7586206896551724,667.3275862068965,137.48293103448276,100.6851724137931,379.4607843137255,78.17656862745098,57.25235294117647,4.853894088419754,1.365473462859648,1.342991297557768,6.627863569268495,4.07753744390572,4.634728988229636,10.563749905760297,8.984068181570754,8.67261278012371,8.967468490605684,1.0147308046874075,6.504778451843911,4.930747076404236,4.621881495117218,5.941383108425873,4.371680404384441,4.06478448546994,154.0,-96.0,0.2078306369158597,549.0,-447.0,0.1460876886991038,98285.0,-59580.0,0.2694292415949961,42967.35,-34993.34,0.1563962230107656,31967.01,-26127.27,0.1563601371263607,33599.53,-25756.81,0.1881397726589282,0.1362422565706381,0.5501653936368557,0.139219342034041,0.1482768990196668,0.9508991399530884,0.67751247970169,0.9521260600228544,0,0,0,0,0,0,0,0,0,1,0.3941520912909409,11,80.0
1003000530,2023,Internal Medicine,377,1377.0,252256.0,162515.1,125995.81,118352.4,0,0,0,0,0,0,3.652519893899204,669.1140583554377,431.0745358090186,334.2063925729443,183.1924473493101,118.0211328976035,91.50022512708787,1.5522003801492907,1.289845273426156,0.9393359985542376,2.0020983237458454,5.934894195619588,7.228388451573604,12.438203688078596,11.998532352767212,11.744011868152803,11.6814303428776,1.5374089854841175,6.507447934247848,6.068598109956334,5.814746439347752,5.215981120533841,4.7793010647195775,4.527211078321773,194.0,183.0,0.8101797121568712,629.0,748.0,0.7534895827684566,149692.0,102564.0,0.6918321529668232,60336.56,102178.54,0.8414693665065128,46272.82,79722.98999999999,0.8415995141155928,46841.84,71510.56,0.8249406201533572,0.614795614025574,0.4204743880350964,0.7544006160320164,0.7547910588592562,0.1374901033588929,0.562363072384547,0.1276436519815188,0,0,0,0,0,0,0,0,0,0,0.38649056566659024,12,78.0
1003001041,2023,Certified Registered Nurse Anesthetist (CRNA),16,19.0,57588.0,1867.37,1487.84,1512.47,0,0,0,0,0,0,1.1875,3599.25,116.710625,92.99,3030.9473684210525,98.28263157894736,78.30736842105263,30.83909455544429,1.2550879126787826,1.016554199376277,38.70577481449619,2.833213344056216,2.995732273553991,10.961086856224243,7.532821671980099,7.30575257224278,7.3221603066597725,0.7827593392496325,8.188758566477492,4.768229282069625,4.54318839363221,8.016960387911418,4.597970647182319,4.373331042622432,108.0,-92.0,0.0217956932875089,114.0,-95.0,0.0297858294013708,146100.0,-88512.0,0.1703850410671637,15943.45,-14076.080000000002,0.011378419836508,12642.79,-11154.95,0.0120386011922098,12643.65,-11131.18,0.0123298576726665,0.9111473563620124,0.9544474864565736,0.2373351973748082,0.2369274383021689,0.9886798314595832,0.4448068969534572,0.9892040931244054,0,0,0,0,0,0,0,0,0,1,0.38204300843578115,13,76.0
1003002726,2023,Licensed Clinical Social Worker,22,309.0,34925.76,23242.2,18525.29,16891.73,0,0,0,0,0,0,14.045454545454543,1587.5345454545457,1056.4636363636364,842.0586363636364,113.02834951456312,75.21747572815534,59.95239482200648,1.5026873531765497,1.2546200356377686,0.9118200038973748,1.885301660594787,3.1354942159291497,5.736572297479192,10.46100857655623,10.05376789511862,9.82694608336737,9.73463863084348,2.711075922018747,7.370567200690318,6.963628523911842,6.737036512360637,4.7364470974310695,4.333590776662648,4.110093146738758,19.0,3.0,0.6056837333643285,195.0,114.0,0.7229615854012902,33585.0,1340.760000000002,0.5206601964316848,17025.24,6216.959999999999,0.6467716626954146,12824.16,5701.130000000001,0.6684488870808392,13252.22,3639.51,0.6180043005753473,0.7150578253036555,0.490904864299413,0.6253850177253444,0.6482826756552565,0.2419945371069913,0.005172313593305,0.1884698087987447,0,0,0,0,0,0,0,0,0,0,0.3621913581805309,14,74.0
1003002890,2023,Orthopedic Surgery,204,1062.0,240393.5,97132.49,73270.21,73085.69,0,0,0,0,0,0,5.205882352941177,1178.3995098039215,476.13965686274514,359.1676960784314,226.3592278719397,91.4618549905838,68.9926647834275,2.4749030937022205,1.3256750594818822,0.9974816504552122,3.2809173059555854,5.3230099791384085,6.968850378341948,12.3900366028457,11.483841496977057,11.201923041279969,11.199401549816049,1.825497608859905,7.072760697934574,6.167809229719052,5.886569745428651,5.426531268283646,4.526796180986816,4.24839044775045,245.0,-41.0,0.4160541764896223,1147.0,-85.0,0.477326307030925,464987.0,-224593.5,0.283640734063699,129566.31,-32433.819999999992,0.3830259326029677,99050.01,-25779.79999999999,0.3780797855128738,99954.78,-26869.09,0.3757685018259141,0.5958489344982203,0.20722969537281,0.3936116118892432,0.3826561272130541,0.1525447233393426,0.7666065732908057,0.1582304812092636,0,0,0,0,0,0,0,0,0,0,0.3509494185323773,15,72.0
1003000142,2023,Anesthesiology,325,1455.0,451425.0,155879.22,118122.12,119617.08,0,0,0,0,0,0,4.476923076923077,1389.0,479.6283692307693,363.4526769230769,310.25773195876286,107.13348453608248,81.18358762886598,2.8959921662425563,1.3196446186370512,1.012656054598411,3.821680477797046,5.786897381366708,7.283448228756631,13.020166740289026,11.956843170793707,11.679482749325478,11.69205927964211,1.7005434609563934,7.237059026124737,6.175094350338369,5.898396712905039,5.740621289104949,4.68336643187133,4.408955618244239,154.0,171.0,0.8567104312514013,203.0,1252.0,0.9673135852911132,274236.8,177188.2,0.7234858865442587,30967.87,124911.35,0.9736914223074816,24494.56,93627.56,0.9728941926804356,24024.61,95592.47,0.9739654699917786,0.9608859214230548,0.3199506714168265,0.9436458307381848,0.9382894441814694,0.0294227559231669,0.957173820972122,0.0303694661052841,0,1,0,1,0,1,0,1,0,0,0.34335408188196187,16,70.0
1003002049,2023,Endocrinology,118,387.0,142170.0,53287.25,39046.34,31460.8,0,0,0,0,0,0,3.2796610169491527,1204.8305084745762,451.5868644067797,330.9011864406779,367.3643410852713,137.69315245478035,100.8949354005168,2.667992812539585,1.3647181784515527,0.8057298071983188,3.641058291250858,4.77912349311153,5.961005339623274,11.864785837437742,10.883471135569774,10.572530035150017,10.356529390487283,1.453873804809695,7.094923827173757,6.114979710256799,5.804837293412755,5.909072505682388,4.932263956634015,4.623942237330279,248.0,-130.0,0.2293352371886403,767.0,-380.0,0.3102490877359987,154565.0,-12395.0,0.4691416785657623,65066.05,-11778.800000000005,0.4297953355544978,47834.16,-8787.820000000007,0.4307472632079961,47198.01,-15737.210000000005,0.3649056005076947,0.5614786609551008,0.8732349674758052,0.8388069173409488,0.8250039663652229,0.6436617483737903,0.6005076947485325,0.6479454228145327,0,0,0,0,0,0,0,0,0,0,0.33694426592996346,17,68.0
1003001595,2023,Speech Language Pathologist,24,754.0,70305.48,66048.19,51823.53,46126.58,0,0,0,0,0,0,31.416666666666668,2929.395,2752.007916666667,2159.31375,93.2433421750663,87.59706896551724,68.73147214854112,1.0644573303219966,1.274482652957064,0.8900702055610646,1.3566324023083722,3.218875824868201,6.626717749249025,11.160619249937689,11.098155046438483,10.855618868280706,10.739166314737876,3.478672693830446,7.982892505211443,7.920449380789278,7.678008744759408,4.545880183780647,4.484098775410521,4.244651753135992,26.0,-2.0,0.4557739557739558,364.0,390.0,0.7387387387387387,51948.5,18356.98,0.6117936117936118,25394.975,40653.215,0.8247338247338247,19810.805,32012.725,0.823914823914824,19766.04,26360.54,0.7932022932022932,0.8001638001638002,0.7346437346437347,0.938984438984439,0.9393939393939394,0.0188370188370188,0.5855855855855856,0.018018018018018,0,0,0,0,0,0,0,0,0,0,0.3354262508418184,18,65.99999999999999
1003000902,2023,Family Practice,246,797.0,152623.5,75641.75,57222.97,59728.3,0,0,0,0,0,0,3.239837398373984,620.420731707317,307.4867886178862,232.61369918699188,191.49749058971145,94.90809284818069,71.79795483061481,2.017715084592834,1.3218773859518302,1.0437818938793286,2.667171941617151,5.5093883366279774,6.682108597449809,11.935735935404365,11.233776878536688,10.954728145532526,10.997577966253694,1.4445249190684095,6.432008359304441,5.73167901785109,5.453668893014524,5.260083117745268,4.563390366735363,4.287687861821965,154.0,92.0,0.7047452937992422,549.0,248.0,0.6128104889637337,98285.0,54338.5,0.6465628195104348,42967.35,32674.4,0.6900944247308595,31967.01,25255.960000000003,0.6897816803993505,33599.53,26128.770000000004,0.6897215372586757,0.4711854213027004,0.50076381788657,0.57827629758826,0.5815961989535093,0.3985685932519396,0.5259397365730438,0.3973296445540386,0,0,0,0,0,0,0,0,0,0,0.3196615129740666,19,64.0
1003000795,2023,Licensed Clinical Social Worker,16,247.0,26630.0,15153.59,11541.4,12907.01,0,0,0,0,0,0,15.4375,1664.375,947.099375,721.3375,107.81376518218624,61.35056680161944,46.72631578947368,1.757339349949418,1.3129767619179649,1.1183227338104562,2.3073457292876083,2.833213344056216,5.513428746164983,10.189831229736429,9.626058735348312,9.35378249070922,9.465603327884908,2.799565309937983,7.417805602280376,6.854459322710533,6.582492481194945,4.689637844637711,4.132772762728181,3.865482939466933,19.0,-3.0,0.3835357703260301,195.0,52.0,0.6200383564828268,33585.0,-6955.0,0.3874004765502412,17025.24,-1871.6500000000012,0.4462137502179346,12824.16,-1282.7600000000002,0.4521415702911606,13252.22,-345.2099999999991,0.4867786366013831,0.7608821991050154,0.5178706340442844,0.5737199976753646,0.5763933282966235,0.4037310396931481,0.4503980937990353,0.3912361248329168,0,0,0,0,0,0,0,0,0,0,0.31200354427371446,20,62.0
1003000829,2023,Physical Therapist in Private Practice,81,2247.0,89512.42,65607.76,50297.22,49261.42,0,0,0,0,0,0,27.74074074074074,1105.0916049382715,809.9723456790123,620.9533333333334,39.83641299510458,29.19793502447708,22.384165554072094,1.3643572040868337,1.3044013168123405,0.9794064164977706,1.7796693336132692,4.406719247264253,7.717796211013582,11.402143837156526,11.09146450260233,10.825724967787716,10.804916797548628,3.35831565417889,7.008588004093918,6.698233954494585,6.4328650631292446,3.70957415876098,3.4077735453700884,3.152059107585119,55.0,26.0,0.6833961194150767,1561.0,686.0,0.6502477687311811,105050.0,-15537.580000000002,0.4352088143557338,42635.43,22972.329999999994,0.6849623958628698,32728.45,17568.77,0.682693995490204,32545.52,16715.899999999998,0.6772390326892697,0.5213270142180095,0.2223167389044166,0.5745669110598021,0.57216348685543,0.0621379673512374,0.6065487442614097,0.0630029705644072,0,0,0,0,0,0,0,0,0,0,0.2733913741191727,21,60.0
1003000738,2023,Physician Assistant,90,351.0,64148.0,14756.93,11085.24,10439.12,0,0,0,0,0,0,3.9,712.7555555555556,163.96588888888888,123.16933333333331,182.7578347578348,42.042535612535616,31.581880341880343,4.3469746078622045,1.331223320379171,0.9417134856800576,5.786793971082268,4.51085950651685,5.863631175598097,11.068963781457745,9.599535844416929,9.31345997867199,9.253411355623443,1.589235205116581,6.570540544555417,5.105738718521426,4.821646225430954,5.213618775321843,3.762188827048891,3.483756316114993,110.0,-20.0,0.4319952975976033,225.0,126.0,0.6265856387113901,64324.75,-176.75,0.4991751834505774,16913.559999999998,-2156.6299999999974,0.456919926430156,12679.915,-1594.675000000001,0.4568251199302224,12674.07,-2234.949999999999,0.4408217827414247,0.7948908777185764,0.633392745406625,0.6041259788771118,0.6002863156297996,0.6897552096171714,0.5920002275355999,0.6869868598191092,0,0,0,0,0,0,0,0,0,0,0.2528269301042368,22,58.00000000000001
1003000704,2023,Anesthesiology,86,89.0,71532.0,16526.07,13043.58,12886.0,0,0,0,0,0,0,1.0348837209302326,831.7674418604652,192.1636046511628,151.66953488372093,803.7303370786517,185.6861797752809,146.5570786516854,4.32843380186578,1.2669888174872237,0.9879189608987716,5.484077224197652,4.465908118654584,4.499809670330265,11.177914160667523,9.712754921625292,9.476128000808748,9.46397433028839,0.7104386776700063,6.724754421748432,5.263537522309592,5.028275682717547,6.690507236303093,5.229429024108168,4.994215074834513,154.0,-68.0,0.2570691845835721,203.0,-114.0,0.1980243653304766,274236.8,-202704.8,0.1155235556441366,30967.87,-14441.8,0.2404643862577543,24494.56,-11450.98,0.2398166371857794,24024.61,-11138.61,0.2436782181917835,0.0888163631380951,0.0852786566680784,0.5062657266000647,0.5046961807718179,0.0651486085851665,0.6624978200752385,0.0641022446996686,0,0,0,0,0,0,0,0,0,0,0.2502870542277952,23,56.00000000000001
